INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,BADGE_ID,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-21-005986,2021-01-30 15:45:00,2021-01-30 14:46:00,6937            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,7TH DIVISION,723,DEPARTMENT / DISCOUNT STORE                  ,7100 BLOCK CEDAR SPRINGS BLVD                               ,LOUISVILLE,40291,5819
80-21-005988,2021-01-30 15:23:00,2021-01-29 18:43:00,8109            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,735,"SPECIALTY STORE (TV, FUR, ETC)               ",4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,5820
80-21-005990,2021-01-30 15:36:00,2021-01-29 17:30:00,8006            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,4200 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,5821
80-21-005992,2021-01-30 15:00:00,2021-01-30 14:58:00,5208            ,ASSAULT,MENACING,13C,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,4100 BLOCK SUNSET DR                                        ,LOUISVILLE,40216,5822
80-21-005993,2021-01-30 16:04:00,2021-01-26 13:00:00,5149            ,FRAUD,"FRAUDULENT USE OF CREDIT CARDS U/$10,000",26B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,6600 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,5823
80-21-005994,2021-01-30 16:08:00,2021-01-30 16:00:00,5195            ,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",23H,PART I,COMPLETED,6TH DIVISION,625,SERVICE / GAS STATION                        ,3200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205,5824
80-21-005996,2021-01-30 16:33:00,2021-01-29 20:00:00,7427            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,3RD DIVISION,322,CONVENIENCE STORE                            ,3RD STREET RD / NEW CUT RD                                  ,LOUISVILLE,40214,5825
80-21-005997,2021-01-30 16:43:00,2021-01-29 20:00:00,5149            ,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,900 BLOCK W WHITNEY AVE                                     ,LOUISVILLE,40215,5826
80-21-005998,2021-01-30 16:44:00,2021-01-30 14:00:00,8006            ,THEFT/LARCENY,THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE MISD,23H,PART I,COMPLETED,7TH DIVISION,735,MALL / SHOPPING CENTER                       ,4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,5827
80-21-005999,2021-01-30 16:46:00,2021-01-29 03:00:00,6879            ,SEX CRIMES,RAPE - 1ST DEGREE,11A,PART I,COMPLETED,7TH DIVISION,712,RESIDENCE / HOME                             ,9500 BLOCK HUNTING GROUND CT                                ,LOUISVILLE,40228,5828
80-21-006002,2021-01-30 16:56:00,2021-01-30 12:00:00,5195            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,2ND DIVISION,211,OTHER RESIDENCE (APARTMENT/CONDO)            ,600 BLOCK LINDELL AVE                                       ,LOUISVILLE,40211,5829
80-21-006003,2021-01-30 16:43:00,2021-01-30 16:40:00,7116            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,4500 BLOCK BELLEVUE AVE                                     ,LOUISVILLE,40215,5830
80-21-006004,2021-01-30 16:43:00,2021-01-30 16:40:00,5301            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,METRO LOUISVILLE,SHV,CONVENIENCE STORE                            ,2700 BLOCK ROCKFORD LN                                      ,SHIVELY,40216,5831
80-21-006005,2021-01-30 17:05:00,2021-01-30 14:35:00,8006            ,FRAUD,"FRAUD USE OF CREDIT CARD AFTER REPT LOST/STOLEN U/$10,000",26B,PART II,COMPLETED,7TH DIVISION,735,CYBERSPACE                                   ,4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,5832
80-21-006061,2021-01-31 01:37:00,2021-01-31 01:37:00,5326            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,CRUMS LN / MANSLICK RD                                      ,LOUISVILLE,40215,5833
80-21-006061,2021-01-31 01:37:00,2021-01-31 01:37:00,5326            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,CRUMS LN / MANSLICK RD                                      ,LOUISVILLE,40215,5834
80-21-006062,2021-01-31 00:17:00,2021-01-31 00:17:00,7844            ,OTHER,SUICIDE,999,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3300 BLOCK WELLINGMOOR AVE                                  ,LOUISVILLE,40218,5835
80-21-006158,2021-01-31 16:21:00,2021-01-31 16:21:00,5151            ,DRUGS/ALCOHOL VIOLATIONS,TRAF CONT SUB-1ST DEG 1ST OFF (< 4 GRAMS COCAINE),35A,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK DIXIE HWY                                         ,LOUISVILLE,40210,5836
80-21-006063,2021-01-31 01:55:00,2021-01-31 01:36:00,5229            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2200 BLOCK HALE AVE                                         ,LOUISVILLE,40210,5837
80-21-005882,2021-01-29 22:47:00,2021-01-29 22:05:00,7166            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,3RD DIVISION,315,PARKING LOT / GARAGE                         ,10600 BLOCK DIXIE HWY                                       ,LOUISVILLE,40272,5838
80-21-500099,2021-01-31 01:51:00,2021-01-30 17:00:00,8246            ,THEFT/LARCENY,THEFT OF PROP LOST/MISLAID/DELIVERED BY MISTAKE FELONY D,23H,PART I,COMPLETED,4TH DIVISION,435,SERVICE / GAS STATION                        ,4700 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,5839
80-21-006158,2021-01-31 16:21:00,2021-01-31 16:21:00,5151            ,DRUGS/ALCOHOL VIOLATIONS,TRAFF IN CONTROLLED SUBSTANCE 1ST OFFENSE (HEROIN),35A,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK DIXIE HWY                                         ,LOUISVILLE,40210,5840
80-21-006065,2021-01-31 03:04:00,2021-01-31 02:55:00,8249            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,3RD DIVISION,323,CONVENIENCE STORE                            ,8500 BLOCK NATIONAL TPKE                                    ,LOUISVILLE,40118,5841
80-21-005884,2021-01-29 23:12:00,2021-01-29 23:00:00,5314            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,3300 BLOCK DEARCY AVE                                       ,LOUISVILLE,40215,5842
80-21-006068,2021-01-31 02:28:00,2021-01-31 02:20:00,7489            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,S 42ND ST / LARKWOOD AVE                                    ,LOUISVILLE,40212,5843
80-21-006009,2021-01-30 16:08:00,2021-01-30 16:08:00,7334            ,WEAPONS,POSS HANDGUN BY MINOR 1ST OFFENSE,520,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,4300 BLOCK SOUTHERN PKY                                     ,LOUISVILLE,40214,5844
80-21-006159,2021-01-31 16:43:00,2021-01-31 16:35:00,7529            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,8TH DIVISION,823,RESIDENCE / HOME                             ,800 BLOCK MARLOWS FORD RD                                   ,LOUISVILLE,40245,5845
80-21-006010,2021-01-30 16:38:00,2021-01-30 16:38:00,5151            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,ALGONQUIN PKY / MAGELLAN CT                                 ,LOUISVILLE,40210,5846
80-21-006068,2021-01-31 02:28:00,2021-01-31 02:20:00,7489            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,S 42ND ST / LARKWOOD AVE                                    ,LOUISVILLE,40212,5847
80-21-005886,2021-01-29 22:44:00,2021-01-29 22:35:00,5184            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,6600 BLOCK BURLWOOD DR                                      ,LOUISVILLE,40229,5848
80-21-006011,2021-01-30 17:40:00,2021-01-30 17:20:00,8109            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,10900 BLOCK DEERING RD                                      ,LOUISVILLE,40272,5849
80-21-006069,2021-01-31 03:41:00,2021-01-31 01:30:00,7851            ,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,4100 BLOCK WOODGATE LN                                      ,LOUISVILLE,40220,5850
80-21-005885,2021-01-29 22:55:00,2021-01-29 22:00:00,7200            ,THEFT/LARCENY,THEFT OF SERVICES - MISD,23H,PART I,COMPLETED,6TH DIVISION,625,RESTAURANT                                   ,3900 BLOCK TAYLORSVILLE RD                                  ,LOUISVILLE,40220,5851
80-21-006011,2021-01-30 17:40:00,2021-01-30 17:20:00,8109            ,THEFT/LARCENY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE",280,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,10900 BLOCK DEERING RD                                      ,LOUISVILLE,40272,5852
80-21-006070,2021-01-31 04:18:00,2021-01-30 23:50:00,8249            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY                       ,1700 BLOCK HARVARD DR                                       ,LOUISVILLE,40205,5853
80-21-006159,2021-01-31 16:43:00,2021-01-31 16:35:00,7529            ,ASSAULT,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,13C,PART II,COMPLETED,8TH DIVISION,823,RESIDENCE / HOME                             ,800 BLOCK MARLOWS FORD RD                                   ,LOUISVILLE,40245,5854
80-21-005887,2021-01-29 23:18:00,2021-01-29 23:15:00,5148            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,1ST DIVISION,123,AIR / BUS / TRAIN TERMINAL                   ,700 BLOCK W MUHAMMAD ALI BLVD                               ,LOUISVILLE,40203,5855
80-21-006014,2021-01-30 18:09:00,2021-01-25 17:18:00,8050            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE                         ,1300 BLOCK ST ANTHONY PL                                    ,LOUISVILLE,40204,5856
80-21-006013,2021-01-30 17:48:00,2021-01-30 16:48:00,6813            ,ROBBERY,ROBBERY - 2ND DEGREE,120,PART I,ATTEMPTED,6TH DIVISION,625,GROCERY / SUPERMARKET                        ,3000 BLOCK BRECKENRIDGE LN                                  ,LOUISVILLE,40220,5857
80-21-006015,2021-01-30 17:23:00,2021-01-30 16:55:00,2457            ,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,3RD DIVISION,331,CHURCH / SYNAGOGUE / TEMPLE                  ,3500 BLOCK BLANTON LN                                       ,LOUISVILLE,40214,5858
80-21-006016,2021-01-30 18:10:00,2021-01-29 01:30:00,5221            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,4TH DIVISION,436,GOVERNMENT / PUBLIC BUILDING                 ,5400 BLOCK SOUTHSIDE DR                                     ,LOUISVILLE,40214,5859
80-21-006017,2021-01-30 18:28:00,2020-02-14 18:28:00,5195            ,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS $10,000 OR MORE",23H,PART I,COMPLETED,8TH DIVISION,824,CONSTRUCTION SITE                            ,1400 BLOCK TUCKER STATION RD                                ,LOUISVILLE,40299,5860
80-21-006018,2021-01-30 18:24:00,2021-01-30 18:24:00,7402            ,ASSAULT,MENACING,13C,PART II,COMPLETED,4TH DIVISION,423,BAR / NIGHT CLUB                             ,3600 BLOCK 7TH STREET RD                                    ,LOUISVILLE,40216,5861
80-21-006018,2021-01-30 18:24:00,2021-01-30 18:24:00,7402            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,4TH DIVISION,423,BAR / NIGHT CLUB                             ,3600 BLOCK 7TH STREET RD                                    ,LOUISVILLE,40216,5862
80-21-006019,2021-01-30 17:37:00,2021-01-30 16:37:00,7373            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,3RD DIVISION,323,RESTAURANT                                   ,200 BLOCK SOUTH PARK RD                                     ,LOUISVILLE,40118,5863
80-21-006019,2021-01-30 17:37:00,2021-01-30 16:37:00,7373            ,THEFT/LARCENY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE",280,PART II,COMPLETED,3RD DIVISION,323,HIGHWAY / ROAD / ALLEY                       ,200 BLOCK SOUTH PARK RD                                     ,LOUISVILLE,40118,5864
80-21-006020,2021-01-30 18:46:00,2021-01-30 11:30:00,8050            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,@128 I65S                                                   ,LOUISVILLE,40213,5865
80-21-006020,2021-01-30 18:46:00,2021-01-30 11:30:00,8050            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,@128 I65S                                                   ,LOUISVILLE,40213,5866
80-21-006021,2021-01-30 19:16:00,2021-01-30 18:52:00,6937            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,6600 BLOCK OUTER LOOP                                       ,LOUISVILLE,40228,5867
80-21-006022,2021-01-30 19:20:00,2021-01-30 19:15:00,2100            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,5TH DIVISION,513,RESIDENCE / HOME                             ,2000 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205,5868
80-21-006022,2021-01-30 19:20:00,2021-01-30 19:15:00,2100            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,5TH DIVISION,513,RESIDENCE / HOME                             ,2000 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205,5869
80-21-006023,2021-01-30 19:40:00,2021-01-29 19:35:00,2122            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,3RD DIVISION,315,RENTAL / STORAGE FACILITY                    ,7900 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,5870
80-21-006023,2021-01-30 19:40:00,2021-01-29 19:35:00,2122            ,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS  $10,000 OR > BUT < $1,000,000",23H,PART I,COMPLETED,3RD DIVISION,315,RENTAL / STORAGE FACILITY                    ,7900 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,5871
80-21-006025,2021-01-30 19:47:00,2021-01-30 17:00:00,8249            ,THEFT/LARCENY,THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE MISD,23H,PART I,COMPLETED,6TH DIVISION,612,"SPECIALTY STORE (TV, FUR, ETC)               ",4800 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213,5872
80-21-006026,2021-01-30 19:50:00,2021-01-30 17:45:00,8249            ,FRAUD,FRAUD USE OF CREDIT CARD AFTER REPT LOST/STOLEN U/$500 MISD,26B,PART II,COMPLETED,7TH DIVISION,735,DEPARTMENT / DISCOUNT STORE                  ,4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,5873
80-21-006027,2021-01-30 20:00:00,2021-01-30 18:00:00,8109            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,1900 BLOCK S HURSTBOURNE PKY                                ,LOUISVILLE,40220,5874
80-21-006028,2021-01-30 20:00:00,2021-01-30 19:50:00,7200            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3300 BLOCK BRECKENRIDGE LN                                  ,LOUISVILLE,40220,5875
80-21-006028,2021-01-30 20:00:00,2021-01-30 19:50:00,7200            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3300 BLOCK BRECKENRIDGE LN                                  ,LOUISVILLE,40220,5876
80-21-006030,2021-01-30 20:30:00,2021-01-30 20:20:00,5326            ,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,800 BLOCK W WHITNEY AVE                                     ,LOUISVILLE,40215,5877
80-21-006030,2021-01-30 20:30:00,2021-01-30 20:20:00,5326            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,800 BLOCK W WHITNEY AVE                                     ,LOUISVILLE,40215,5878
80-21-006031,2021-01-30 21:22:00,2021-01-30 18:00:00,8006            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,6TH DIVISION,612,CYBERSPACE                                   ,4800 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,5879
80-21-006031,2021-01-30 21:22:00,2021-01-30 18:00:00,8006            ,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,6TH DIVISION,612,HOTEL / MOTEL / ETC.                         ,4800 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,5880
80-21-006032,2021-01-30 21:15:00,2021-01-30 21:10:00,7461            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1800 BLOCK W HILL ST                                        ,LOUISVILLE,40210,5881
80-21-006033,2021-01-30 21:07:00,2021-01-30 21:06:00,5329            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2500 BLOCK GRIFFITHS AVE                                    ,LOUISVILLE,40212,5882
80-21-006035,2021-01-30 21:55:00,2021-01-30 17:00:00,8006            ,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,4TH DIVISION,435,CONVENIENCE STORE                            ,4100 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,5883
80-21-006036,2021-01-30 21:50:00,2021-01-30 21:40:00,7343            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,400 BLOCK AMY AVE                                           ,LOUISVILLE,40212,5884
80-21-006037,2021-01-30 21:38:00,2021-01-30 21:00:00,7416            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,400 BLOCK N 25TH ST                                         ,LOUISVILLE,40212,5885
80-21-006038,2021-01-30 21:41:00,2021-01-30 21:40:00,5216            ,OTHER,ACCIDENTAL SHOOTING (OTHER THAN HUNTING),90Z,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2100 BLOCK OSAGE AVE                                        ,LOUISVILLE,40210,5886
80-21-006039,2021-01-30 22:05:00,2021-01-30 21:30:00,5259            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,FERN VALLEY RD / GRADE LN                                   ,LOUISVILLE,40213,5887
80-21-006040,2021-01-30 21:34:00,2021-01-30 21:24:00,5178            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,6TH DIVISION,624,OTHER RESIDENCE (APARTMENT/CONDO)            ,7000 BLOCK BRONNER CIR                                      ,LOUISVILLE,40218,5888
80-21-500098,2021-01-30 21:50:00,2021-01-15 21:35:00,8246            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,4TH DIVISION,423,PARKING LOT / GARAGE                         ,400 BLOCK DAVIES AVE                                        ,LOUISVILLE,40208,5889
80-21-006041,2021-01-30 22:36:00,2021-01-30 22:30:00,5329            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,N 41ST ST / DUNCAN ST                                       ,LOUISVILLE,40212,5890
80-21-006041,2021-01-30 22:36:00,2021-01-30 22:30:00,5329            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,N 41ST ST / DUNCAN ST                                       ,LOUISVILLE,40212,5891
80-21-006045,2021-01-30 23:47:00,2021-01-30 19:00:00,7474            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,5700 BLOCK ARCHTREE PL                                      ,LOUISVILLE,40229,5892
80-21-006046,2021-01-30 23:58:00,2021-01-30 22:00:00,8249            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,1ST DIVISION,112,PARKING LOT / GARAGE                         ,1700 BLOCK W BROADWAY                                       ,LOUISVILLE,40203,5893
80-21-006048,2021-01-30 22:31:00,2021-01-30 22:31:00,5181            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,100 BLOCK N 36TH ST                                         ,LOUISVILLE,40212,5894
