ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE
22140,80-19-028186,2019/04/21 08:53:00,2019/04/20 16:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,100 BLOCK BLUE FIELDS RD                                    ,LOUISVILLE,40223
22141,80-19-028187,2019/04/21 08:59:00,2019/04/20 19:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,8TH DIVISION,815,PARKING LOT / GARAGE                         ,9000 BLOCK MARKSFIELD RD                                    ,LOUISVILLE,40222
22142,80-19-028188,2019/04/21 08:52:00,2019/04/21 08:10:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,2800 BLOCK DE MEL AVE                                       ,LOUISVILLE,40214
22143,80-19-028190,2019/04/21 09:59:00,2019/04/21 01:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,7TH DIVISION,723,HIGHWAY / ROAD / ALLEY                       ,FEGENBUSH LN / FENWICK DR                                   ,LOUISVILLE,40228
22144,80-19-028192,2019/04/21 10:09:00,2019/04/20 23:00:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,100 BLOCK BLUE FIELDS RD                                    ,LOUISVILLE,40223
22145,80-19-028193,2019/04/21 09:58:00,2019/04/20 00:10:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME                             ,8300 BLOCK EAGLE FLIGHT WAY                                 ,LYNDON,40222
22146,80-19-028194,2019/04/21 09:50:00,2019/04/20 09:50:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,3RD DIVISION,322,CHURCH / SYNAGOGUE / TEMPLE                  ,7100 BLOCK SOUTHSIDE DR                                     ,LOUISVILLE,40214
22147,80-19-028195,2019/04/21 09:51:00,2019/04/21 09:47:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,6200 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219
22148,80-19-028196,2019/04/21 10:25:00,2019/04/21 10:19:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,ATTEMPTED,6TH DIVISION,624,OTHER RESIDENCE (APARTMENT/CONDO)            ,4400 BLOCK KERN CT                                          ,LOUISVILLE,40218
22149,80-19-028197,2019/04/21 10:35:00,2019/04/20 17:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,3RD DIVISION,323,PARKING LOT / GARAGE                         ,100 BLOCK OUTER LOOP                                        ,LOUISVILLE,40214
22150,80-19-028198,2019/04/21 10:34:00,2019/04/21 10:15:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,400 BLOCK N HITE AVE                                        ,LOUISVILLE,40206
22151,80-19-028199,2019/04/21 10:30:00,2019/04/21 10:19:00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,800 BLOCK CHERI WAY                                         ,LOUISVILLE,40118
22152,80-19-028199,2019/04/21 10:30:00,2019/04/21 10:19:00,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,800 BLOCK CHERI WAY                                         ,LOUISVILLE,40118
22153,80-19-028200,2019/04/21 10:32:00,2019/04/21 03:00:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,10300 BLOCK LOWER RIVER RD                                  ,LOUISVILLE,40272
22154,80-19-028201,2019/04/21 11:18:00,2019/04/19 11:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,5400 BLOCK BUCKNER AVE                                      ,LOUISVILLE,40214
22155,80-19-028202,2019/04/21 11:21:00,2019/04/21 03:13:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,10300 BLOCK LOWER RIVER RD                                  ,LOUISVILLE,40272
22156,80-19-028204,2019/04/21 11:50:00,2019/04/20 20:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,5900 BLOCK PENDLETON RD                                     ,LOUISVILLE,40272
22157,80-19-028207,2019/04/21 11:51:00,2019/04/21 11:30:00,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,600 BLOCK E JEFFERSON ST                                    ,LOUISVILLE,40202
22158,80-19-028208,2019/04/21 11:50:00,2019/04/21 11:30:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,600 BLOCK E JEFFERSON ST                                    ,LOUISVILLE,40202
22159,80-19-028209,2019/04/21 11:20:00,2019/04/21 11:20:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE                         ,6500 BLOCK PARAMOUNT PARK DR                                ,LOUISVILLE,40213
22160,80-19-028209,2019/04/21 11:20:00,2019/04/21 11:20:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE                         ,6500 BLOCK PARAMOUNT PARK DR                                ,LOUISVILLE,40213
22161,80-19-028209,2019/04/21 11:20:00,2019/04/21 11:20:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE                         ,6500 BLOCK PARAMOUNT PARK DR                                ,LOUISVILLE,40213
22162,80-19-028211,2019/04/21 12:25:00,2019/04/21 12:23:00,ASSAULT,"ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)",13B,PART II,COMPLETED,4TH DIVISION,423,PARKING LOT / GARAGE                         ,3700 BLOCK 7TH STREET RD                                    ,LOUISVILLE,40216
22163,80-19-027603,2019/04/18 18:20:00,2019/04/18 00:30:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,5500 BLOCK DORINDA DR                                       ,LOUISVILLE,40258
22164,80-19-027604,2019/04/18 21:11:00,2019/04/18 21:00:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,1300 BLOCK S 3RD ST                                         ,LOUISVILLE,40208
22165,80-19-027605,2019/04/18 21:26:00,2019/04/18 19:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,4900 BLOCK DE PRIEST CT                                     ,LOUISVILLE,40218
22166,80-19-027606,2019/04/18 21:33:00,2019/04/18 19:30:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,4900 BLOCK DE PRIEST CT                                     ,LOUISVILLE,40219
22167,80-19-027607,2019/04/18 21:50:00,2019/04/18 20:00:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,4600 BLOCK LOWE RD                                          ,LOUISVILLE,40220
22168,80-19-027608,2019/04/18 21:04:00,2019/04/18 19:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK LINDELL AVE                                       ,LOUISVILLE,40211
22169,80-19-027609,2019/04/18 21:12:00,2019/04/18 21:00:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,2000 BLOCK S PRESTON ST                                     ,LOUISVILLE,40217
22170,80-19-027611,2019/04/18 22:12:00,2019/04/15 17:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,7TH DIVISION,711,PARKING LOT / GARAGE                         ,7000 BLOCK DRANE CT                                         ,LOUISVILLE,40291
22171,80-19-027612,2019/04/18 21:37:00,2019/03/29 19:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,7TH DIVISION,711,NON-ATTACHED RESD GARAGE/SHED/BULD           ,10200 BLOCK BROOKRIDGE VILLAGE BLVD                         ,LOUISVILLE,40291
22172,80-19-027614,2019/04/18 22:29:00,2019/04/18 19:32:00,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,7TH DIVISION,736,RESTAURANT                                   ,8400 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219
22173,80-19-027615,2019/04/18 22:40:00,2019/04/18 10:30:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,3400 BLOCK EVESHAM DR                                       ,LOUISVILLE,40213
22174,80-19-027616,2019/04/18 22:10:00,2019/04/18 13:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,6TH DIVISION,613,OTHER RESIDENCE (APARTMENT/CONDO)            ,3200 BLOCK GOLDEN TURTLE CIR                                ,LOUISVILLE,40218
22175,80-19-027617,2019/04/18 23:10:00,2019/04/18 22:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,8TH DIVISION,815,COMMERCIAL / OFFICE BUILDING                 ,8400 BLOCK SHELBYVILLE RD                                   ,LYNDON,40222
22176,80-19-027617,2019/04/18 23:10:00,2019/04/18 22:00:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,8TH DIVISION,815,COMMERCIAL / OFFICE BUILDING                 ,8400 BLOCK SHELBYVILLE RD                                   ,LYNDON,40222
22177,80-19-027618,2019/04/18 22:37:00,2019/04/18 22:30:00,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3700 BLOCK E WHEATMORE DR                                   ,LOUISVILLE,40215
22178,80-19-027621,2019/04/18 23:30:00,2019/04/18 20:40:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,4600 BLOCK LOWE RD                                          ,ST_REGIS_PARK,40220
22179,80-19-027622,2019/04/18 23:13:00,2019/04/18 23:10:00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,6900 BLOCK FRANKLIN FARMER WAY                              ,LOUISVILLE,40229
22180,80-19-027624,2019/04/19 00:00:00,2019/04/18 23:26:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,3RD DIVISION,323,OTHER RESIDENCE (APARTMENT/CONDO)            ,7400 BLOCK GARRISON RD                                      ,LOUISVILLE,40214
22181,80-19-027628,2019/04/18 22:59:00,2019/04/18 22:59:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,4500 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213
22182,80-19-027626,2019/04/18 02:00:00,2019/04/18 23:39:00,THEFT/LARCENY,RECEIVING STOLEN PROPERTY (FIREARM),280,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,3600 BLOCK BRIARCLIFF CT                                    ,LOUISVILLE,40219
22183,80-19-027626,2019/04/18 02:00:00,2019/04/18 23:39:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED,35A,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,3600 BLOCK BRIARCLIFF CT                                    ,LOUISVILLE,40219
22184,80-19-027626,2019/04/18 02:00:00,2019/04/18 23:39:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,3600 BLOCK BRIARCLIFF CT                                    ,LOUISVILLE,40219
22185,80-19-027626,2019/04/18 02:00:00,2019/04/18 23:39:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE,35A,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,3600 BLOCK BRIARCLIFF CT                                    ,LOUISVILLE,40219
22186,80-19-027626,2019/04/18 02:00:00,2019/04/18 23:39:00,DRUGS/ALCOHOL VIOLATIONS,TRAF CONT SUB-1ST DEG 1ST OFF (< 4 GRAMS COCAINE),35A,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,3600 BLOCK BRIARCLIFF CT                                    ,LOUISVILLE,40219
22187,80-19-027630,2019/04/19 00:45:00,2019/04/19 00:40:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,2ND DIVISION,212,SERVICE / GAS STATION                        ,S 35TH ST / W BROADWAY                                      ,LOUISVILLE,40211
22188,80-19-027632,2019/04/19 01:21:00,2019/04/18 14:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,5TH DIVISION,525,PARKING LOT / GARAGE                         ,4000 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40207
22189,80-19-027631,2019/04/19 01:23:00,2019/04/19 01:18:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,8100 BLOCK PINA WAY                                         ,LOUISVILLE,40219
22190,80-19-027633,2019/04/19 01:18:00,2019/04/19 01:18:00,OTHER,OFFICER NEEDS TO COMPLETE INCIDENT REPORT,999,,COMPLETED,1ST DIVISION,111,OTHER / UNKNOWN                              ,2200 BLOCK ROWAN ST                                         ,LOUISVILLE,40212
22191,80-19-027634,2019/04/19 01:13:00,2019/04/19 01:12:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,2ND DIVISION,236,DRUG STORE/DR`S OFFICE/HOSPITAL              ,2600 BLOCK BENOCH AVE                                       ,LOUISVILLE,40216
22192,80-19-027635,2019/04/19 01:19:00,2019/04/19 01:19:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,ELLISON AVE / RAMMERS AVE                                   ,LOUISVILLE,40204
22193,80-19-027635,2019/04/19 01:19:00,2019/04/19 01:19:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,ELLISON AVE / RAMMERS AVE                                   ,LOUISVILLE,40204
22194,80-19-027636,2019/04/19 00:58:00,2019/04/19 00:55:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / PRENTICE ST                                     ,LOUISVILLE,40210
22195,80-19-027636,2019/04/19 00:58:00,2019/04/19 00:55:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / PRENTICE ST                                     ,LOUISVILLE,40210
22196,80-19-027637,2019/04/19 01:22:00,2019/04/19 01:20:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,E PAGES LN / STANDING OAK DR                                ,LOUISVILLE,40272
22197,80-19-027637,2019/04/19 01:22:00,2019/04/19 01:20:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,E PAGES LN / STANDING OAK DR                                ,LOUISVILLE,40272
22198,80-19-027638,2019/04/19 01:19:00,2019/04/19 01:10:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,4TH DIVISION,436,PARKING LOT / GARAGE                         ,100 BLOCK KENWOOD CT                                        ,LOUISVILLE,40214
22199,80-19-027639,2019/04/19 01:22:00,2019/04/19 01:22:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,E PAGES LN / STANDING OAK DR                                ,LOUISVILLE,40272
22200,80-19-027640,2019/04/19 01:40:00,2019/04/19 01:30:00,THEFT/LARCENY,THEFT OF SERVICES - MISD,23H,PART I,COMPLETED,8TH DIVISION,815,BAR / NIGHT CLUB                             ,9600 BLOCK WHIPPS MILL RD                                   ,LYNDON,40242
22201,80-19-027641,2019/04/19 01:55:00,2019/04/18 21:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,500 BLOCK S 18TH ST                                         ,LOUISVILLE,40203
22202,80-19-027642,2019/04/19 00:51:00,2019/04/19 00:51:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,6TH DIVISION,612,CONVENIENCE STORE                            ,4500 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213
22203,80-19-027644,2019/04/19 02:43:00,2019/04/18 17:30:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7500 BLOCK GERALD AVE                                       ,LOUISVILLE,40258
22204,80-19-027644,2019/04/19 02:43:00,2019/04/18 17:30:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7500 BLOCK GERALD AVE                                       ,LOUISVILLE,40258
22205,80-19-027644,2019/04/19 02:43:00,2019/04/18 17:30:00,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7500 BLOCK GERALD AVE                                       ,LOUISVILLE,40258
22206,80-19-027644,2019/04/19 02:43:00,2019/04/18 17:30:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7500 BLOCK GERALD AVE                                       ,LOUISVILLE,40258
22207,80-19-027645,2019/04/19 03:21:00,2019/04/19 03:15:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,ATTEMPTED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,1300 BLOCK S 2ND ST                                         ,LOUISVILLE,40208
22208,80-19-028110,2019/04/20 19:29:00,2019/04/20 19:19:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,7000 BLOCK NATHAN HALE WAY                                  ,LOUISVILLE,40272
22209,80-19-028015,2019/04/20 13:28:00,2019/04/20 12:50:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,7300 BLOCK RAINBOW DR                                       ,LOUISVILLE,40272
22210,80-19-027705,2019/04/19 09:48:00,2019/04/19 00:10:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,4500 BLOCK STARLITE LN                                      ,LOUISVILLE,40291
