INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-20-019603,2020-03-26 22:04:00,2020-03-26 21:30:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,700 BLOCK S JACKSON ST                                      ,LOUISVILLE,40203,15118
80-20-019605,2020-03-26 22:36:00,2020-03-26 13:00:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE                         ,4900 BLOCK NORTON HEALTHCARE BLVD                           ,LOUISVILLE,40241,15119
80-20-019605,2020-03-26 22:36:00,2020-03-26 13:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE                         ,4900 BLOCK NORTON HEALTHCARE BLVD                           ,LOUISVILLE,40241,15120
80-20-019608,2020-03-26 22:48:00,2020-03-26 22:30:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,6TH DIVISION,624,CONVENIENCE STORE                            ,4500 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218,15121
80-20-019611,2020-03-26 23:00:00,2020-03-26 22:40:00,ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,13A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,3000 BLOCK WOODLAND AVE                                     ,LOUISVILLE,40211,15122
80-20-019612,2020-03-26 23:11:00,2020-03-26 08:30:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,1ST DIVISION,123,PARKING LOT / GARAGE                         ,100 BLOCK S 5TH ST                                          ,LOUISVILLE,40202,15123
80-20-019612,2020-03-26 23:11:00,2020-03-26 08:30:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,1ST DIVISION,123,PARKING LOT / GARAGE                         ,100 BLOCK S 5TH ST                                          ,LOUISVILLE,40202,15124
80-20-019613,2020-03-26 22:59:00,2020-03-26 22:50:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,1900 BLOCK PORTLAND AVE                                     ,LOUISVILLE,40203,15125
80-20-019614,2020-03-26 23:12:00,2020-03-26 14:20:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,1ST DIVISION,123,PARKING LOT / GARAGE                         ,200 BLOCK S 4TH ST                                          ,LOUISVILLE,40202,15126
80-20-019614,2020-03-26 23:12:00,2020-03-26 14:20:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,ATTEMPTED,1ST DIVISION,123,PARKING LOT / GARAGE                         ,200 BLOCK S 4TH ST                                          ,LOUISVILLE,40202,15127
80-20-019615,2020-03-26 23:18:00,2020-03-26 23:09:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,5000 BLOCK CONSTANCE DR                                     ,LOUISVILLE,40272,15128
80-20-019618,2020-03-26 23:37:00,2020-03-26 22:49:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,600 BLOCK BALLARD ST                                        ,LOUISVILLE,40202,15129
80-20-019619,2020-03-26 23:38:00,2020-03-26 21:30:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3500 BLOCK CRAIG AVE                                        ,LOUISVILLE,40215,15130
80-20-019620,2020-03-26 23:45:00,2020-03-26 23:34:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2500 BLOCK DUNCAN ST                                        ,LOUISVILLE,40212,15131
80-20-019620,2020-03-26 23:45:00,2020-03-26 23:34:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2500 BLOCK DUNCAN ST                                        ,LOUISVILLE,40212,15132
80-20-019621,2020-03-26 23:45:00,2020-03-26 23:35:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,3300 BLOCK WARWICKSHIRE CT                                  ,LOUISVILLE,40213,15133
80-20-019622,2020-03-27 00:03:00,2020-03-26 23:55:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,8TH DIVISION,811,CYBERSPACE                                   ,4900 BLOCK WARM SPRING CT                                   ,LOUISVILLE,40245,15134
80-20-019624,2020-03-27 00:50:00,2020-03-27 00:16:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,134,OTHER RESIDENCE (APARTMENT/CONDO)            ,300 BLOCK E MAIN ST                                         ,LOUISVILLE,40202,15135
80-20-019625,2020-03-27 00:52:00,2020-03-27 00:43:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,800 BLOCK E BROADWAY                                        ,LOUISVILLE,40202,15136
80-20-019626,2020-03-27 01:05:00,2020-03-22 01:05:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,900 BLOCK GRADE LN                                          ,LOUISVILLE,40213,15137
80-20-019627,2020-03-27 00:46:00,2020-03-27 00:37:00,ASSAULT,ENDANGERING THE WELFARE OF A MINOR,90F,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1100 BLOCK CARLISLE AVE                                     ,LOUISVILLE,40215,15138
80-20-019628,2020-03-27 01:31:00,2020-03-27 00:26:00,ASSAULT,ASSAULT - 1ST DEGREE,13A,PART I,COMPLETED,6TH DIVISION,625,SERVICE / GAS STATION                        ,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218,15139
80-20-019629,2020-03-27 02:06:00,2020-03-26 22:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,500 BLOCK COUNTRY ACRES                                     ,LOUISVILLE,40218,15140
80-20-019630,2020-03-27 01:01:00,2020-03-27 00:00:00,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1300 BLOCK S 28TH ST                                        ,LOUISVILLE,40211,15141
80-20-019631,2020-03-27 02:00:00,2020-03-27 01:59:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,9600 BLOCK LAMBORNE BLVD                                    ,LOUISVILLE,40272,15142
80-20-019632,2020-03-27 01:35:00,2020-03-27 01:35:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 2ND OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY                       ,7200 BLOCK WATSON LN                                        ,LOUISVILLE,40272,15143
80-20-019633,2020-03-27 03:29:00,2020-03-27 03:29:00,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY                       ,N CAMPBELL ST / FRANKLIN ST                                 ,LOUISVILLE,40206,15144
80-20-019635,2020-03-27 04:16:00,2020-03-27 03:47:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO)            ,6500 BLOCK HACKEL DR                                        ,LOUISVILLE,40258,15145
80-20-019636,2020-03-27 03:20:00,2020-03-27 03:10:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE                         ,5700 BLOCK REVERE PL                                        ,LOUISVILLE,40218,15146
80-20-019497,2020-03-26 12:52:00,2020-03-23 08:00:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,2ND DIVISION,234,PARKING LOT / GARAGE                         ,3000 BLOCK WILSON AVE                                       ,LOUISVILLE,40211,15147
80-20-019498,2020-03-26 13:05:00,2020-03-25 23:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,4300 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,15148
80-20-019658,2020-03-27 09:26:00,2020-03-26 06:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,1900 BLOCK MADISON ST                                       ,LOUISVILLE,40203,15149
80-20-019499,2020-03-26 13:10:00,2020-03-23 12:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,3RD DIVISION,323,GOVERNMENT / PUBLIC BUILDING                 ,5600 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,15150
80-20-019500,2020-03-26 13:17:00,2020-03-20 12:00:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,5300 BLOCK VALKYRIE WAY                                     ,LOUISVILLE,40272,15151
80-20-019660,2020-03-27 09:24:00,2020-03-26 20:30:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME                             ,5500 BLOCK WORTHINGTON PLACE DR                             ,LOUISVILLE,40241,15152
80-20-019500,2020-03-26 13:17:00,2020-03-20 12:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,5300 BLOCK VALKYRIE WAY                                     ,LOUISVILLE,40272,15153
80-20-019660,2020-03-27 09:24:00,2020-03-26 20:30:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME                             ,5500 BLOCK WORTHINGTON PLACE DR                             ,LOUISVILLE,40241,15154
80-20-019501,2020-03-26 13:20:00,2020-03-25 22:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,5900 BLOCK PENDLETON RD                                     ,LOUISVILLE,40272,15155
80-20-019661,2020-03-27 09:47:00,2019-10-13 14:30:00,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",23H,PART I,COMPLETED,2ND DIVISION,234,COMMERCIAL / OFFICE BUILDING                 ,2900 BLOCK WILSON AVE                                       ,LOUISVILLE,40211,15156
80-20-019502,2020-03-26 13:30:00,2020-02-18 02:52:00,OTHER,ANY NON CRIMINAL CHARGE NOT COVERED BY THESE CODES,90Z,PART II,COMPLETED,5TH DIVISION,514,OTHER RESIDENCE (APARTMENT/CONDO)            ,3600 BLOCK DUTCHMANS LN                                     ,LOUISVILLE,40205,15157
80-20-019662,2020-03-27 09:41:00,2020-03-26 17:00:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1200 BLOCK E BURNETT AVE                                    ,LOUISVILLE,40217,15158
80-20-019503,2020-03-26 13:31:00,2020-03-23 16:00:00,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,6TH DIVISION,625,GROCERY / SUPERMARKET                        ,3600 BLOCK BUECHEL BYP                                      ,LOUISVILLE,40218,15159
80-20-019663,2020-03-27 09:58:00,2020-03-16 19:00:00,SEX CRIMES,RAPE - 1ST DEGREE,11A,PART I,COMPLETED,METRO LOUISVILLE,METRO,PARK / PLAYGROUND                            ,COMMUNITY AT LARGE,LOUISVILLE,40056,15160
80-20-019664,2020-03-27 09:58:00,2020-02-26 09:58:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,7TH DIVISION,735,PARKING LOT / GARAGE                         ,5700 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,15161
80-20-019664,2020-03-27 09:58:00,2020-02-26 09:58:00,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS  $10,000 OR > BUT < $1,000,000",23H,PART I,COMPLETED,7TH DIVISION,735,CONSTRUCTION SITE                            ,5700 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,15162
80-20-019665,2020-03-27 10:04:00,2020-03-22 15:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE                         ,3200 BLOCK LEITH LN                                         ,LOUISVILLE,40218,15163
80-20-019666,2020-03-27 10:07:00,2020-03-27 09:00:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,8TH DIVISION,812,DEPARTMENT / DISCOUNT STORE                  ,4100 BLOCK TOWNE CENTER DR                                  ,LOUISVILLE,40241,15164
80-20-019667,2020-03-27 10:10:00,2020-03-26 06:45:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,1ST DIVISION,123,RESIDENCE / HOME                             ,400 BLOCK S 8TH ST                                          ,LOUISVILLE,40203,15165
80-20-019668,2020-03-27 09:55:00,2020-03-27 09:55:00,OTHER,DEATH INVESTIGATION,90Z,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7400 BLOCK RUSSELL AVE                                      ,LOUISVILLE,40258,15166
80-20-019669,2020-03-27 10:20:00,2020-03-26 20:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,1600 BLOCK LINDA WAY                                        ,LOUISVILLE,40216,15167
80-20-019670,2020-03-27 10:28:00,2020-03-27 02:30:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,7300 BLOCK HOME PARK DR                                     ,LOUISVILLE,40258,15168
80-20-019670,2020-03-27 10:28:00,2020-03-27 02:30:00,THEFT/LARCENY,"RECEIVING STOLEN PROPERTY U/$10,000",280,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,7300 BLOCK HOME PARK DR                                     ,LOUISVILLE,40258,15169
80-20-019671,2020-03-27 09:55:00,2020-03-27 09:50:00,WEAPONS,POSSESSION OF DEFACED FIREARM,520,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,15170
80-20-019671,2020-03-27 09:55:00,2020-03-27 09:50:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,15171
80-20-019671,2020-03-27 09:55:00,2020-03-27 09:50:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,15172
80-20-019671,2020-03-27 09:55:00,2020-03-27 09:50:00,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,15173
80-20-019672,2020-03-27 10:32:00,2020-03-27 10:32:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,5TH DIVISION,521,PARKING LOT / GARAGE                         ,2000 BLOCK FRANKFORT AVE                                    ,LOUISVILLE,40206,15174
80-20-019672,2020-03-27 10:32:00,2020-03-27 10:32:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,5TH DIVISION,521,PARKING LOT / GARAGE                         ,2000 BLOCK FRANKFORT AVE                                    ,LOUISVILLE,40206,15175
80-20-019161,2020-03-24 15:21:00,2020-03-24 15:21:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,CENTRAL AVE / MONTANA AVE                                   ,LOUISVILLE,40208,15176
80-20-019673,2020-03-27 11:10:00,2020-03-26 18:30:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME                             ,10400 BLOCK SHADOW RIDGE LN                                 ,LOUISVILLE,40241,15177
80-20-019673,2020-03-27 11:10:00,2020-03-26 18:30:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME                             ,10400 BLOCK SHADOW RIDGE LN                                 ,LOUISVILLE,40241,15178
80-20-019674,2020-03-27 09:05:00,2020-03-27 09:05:00,OTHER,DEATH INVESTIGATION,90Z,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,400 BLOCK PEN HOLLOW RD                                     ,LOUISVILLE,40118,15179
80-20-019676,2020-03-27 11:32:00,2020-03-26 00:00:00,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,7TH DIVISION,724,CYBERSPACE                                   ,10000 BLOCK MCNEELY LAKE DR                                 ,LOUISVILLE,40229,15180
80-20-019675,2020-03-27 11:20:00,2020-03-26 20:00:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,100 BLOCK FLIRTATION WALK                                   ,LOUISVILLE,40219,15181
80-20-019505,2020-03-26 12:28:00,2020-03-26 03:00:00,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",23H,PART I,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,700 BLOCK SHELBY PKY                                        ,LOUISVILLE,40203,15182
80-20-019506,2020-03-26 13:40:00,2020-03-26 13:10:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,1000 BLOCK STANLEY AVE                                      ,LOUISVILLE,40215,15183
80-20-019507,2020-03-26 13:52:00,2020-03-26 13:40:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,5TH DIVISION,514,"SPECIALTY STORE (TV, FUR, ETC)               ",3000 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205,15184
80-20-019508,2020-03-26 13:47:00,2020-03-26 10:30:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1200 BLOCK KESWICK BLVD                                     ,LOUISVILLE,40217,15185
80-20-019509,2020-03-26 13:37:00,2020-03-25 20:00:00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,3RD DIVISION,322,OTHER RESIDENCE (APARTMENT/CONDO)            ,5500 BLOCK HUNT CLUB LN                                     ,LOUISVILLE,40214,15186
80-20-019510,2020-03-26 14:08:00,2020-03-26 07:45:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,2800 BLOCK FINN AVE                                         ,LOUISVILLE,40208,15187
80-20-019511,2020-03-26 14:02:00,2020-03-26 13:55:00,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000",23C,PART I,COMPLETED,3RD DIVISION,331,DEPARTMENT / DISCOUNT STORE                  ,6800 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,15188
80-20-019513,2020-03-26 14:35:00,2020-03-09 12:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,5100 BLOCK MONICA LYNN RD                                   ,LOUISVILLE,40219,15189
80-20-019514,2020-03-26 14:27:00,2020-03-15 00:10:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1200 BLOCK FISCHER AVE                                      ,LOUISVILLE,40204,15190
